utt_id,text,context,speaker,show,label,split
1_S12E23_350,maybe 300 tiny haircuts over a ten-year period.,"I should've seen this coming. Oh, stop. You're allowed to get a haircut. I know. But I should've done it gradually. You know, like...",AMY,BBT,1,train
1_S11E12_279,"Yeah, did Sheldon send it to you?","Hey, what you doing? Oh. Sheldon gave me a brain teaser. It's kind of fun. It's about a group of people at dinner, and you have to figure out where they can sit without fighting. Oh, yeah, is this the one where Mr. Green can't sit next to anyone eating meat, and Uncle Light Blue won't sit next to any of the darker colors?",LEONARD,BBT,0,train
1_S12E03_338,"Oh, sure, '’cause Sheldon'’s DNA plus my DNA equals a kid who knows how to make friends. Grow up!","What the hell, Penny?! I'’m gonna need more than that. You'’re not having kids? How could you do this to me? How is it any of your business? Because your kids were supposed to be friends with my kids. Who'’s gonna be friends with them now? They will find other friends.",AMY,BBT,1,train
1_S12E23_539,"It was her, right?","Somebody just peed in the big girl potty. Oh, I'm so proud!",HOWARD,BBT,1,train
1_S10E09_194,with his other foot. Wha--?,What happened? I tried to let go of anger and threw a rock into my foot! Then he got more angry and kicked the rock,LEONARD,BBT,0,train
1_S12E06_287,It was. And I'm sorry about earlier.,"Well, people came, they ate, they vowed to never speak to each other again. I think it was a successful party.",LEONARD,BBT,0,train
1_S11E19_143,The drone or your stupid robot show,"Okay, that ought to do it. I've replaced the propeller and reattached the gimbal controller unit. Dude, you're like Grey's Anatomy for robots. Also, why isn't that a show? I just need to see if I can re-sync the controls to this old remote. We should name it.",HOWARD,BBT,1,train
2_326,Stick to the list.,"Ahh! It wasn't on your list, but hopefully you'll think it's really fun. A scooter!",ROSS,FRIENDS,0,train
3_S03E04_437,"Thank you, Jared.","Well, what you did took incredible guts. And the fact that it probably won't make any difference makes it all the more meaningful. Right, I saw this nature documentary where a bison fought a lion to protect the rest of the herd. And it was so moving. Um, it didn't work, the lion, uh, tore into the bison and then laid waste to the herd, but what courage.",OTHER,SV,0,train
1_S09E04_053,"Well, why don't you look at this as an opportunity? You had other roommates before Leonard. Maybe this is a chance to find someone new.","Well, in addition to Amy leaving me, Leonard's moving in with Penny. It's difficult not to feel abandoned.",BERNADETTE,BBT,0,train
2_305,Take a couple deep breaths.,"Okay, I can do this. I can tell her how I feel. Just uh, just stand up straight.",JOEY,FRIENDS,0,train
1_S12E18_198,"And I'm supposed to be living on my own at this age, but here we are.","- Hey. - Hey. Oh, that's cute. Did Halley draw that at preschool? I drew it. Well, good night. It's supposed to be an astronaut.",STUART,BBT,1,train
2_557,"Oh my God, wh-what happened?","Ross, can I talk to you for a minute? Yes, please!  So, what's going on? Uh, well... Joey and I broke up.",ROSS,FRIENDS,0,train
1_S09E02_424,She watched it.,"I don't know what you were thinking, but take the video down now!",SHELDON,BBT,0,train
1_10190,"Well, now that I've given up string theory, I'm struggling to find my next area of focus. So, in your professional opinion, which of these areas do you think is the most promising?","it's important to the story that my boobs be the last things to turn ape. It's sweet that he thinks there's a story. Oh, and there's not even a bathroom on set.
I have to go to the gas station across the street. I mean, I was dressed like half an ape and still not even close to the most disgusting person in there. Leonard, I could use your assistance. Sure. What's up?",SHELDON,BBT,0,train
1_S11E05_306,"I used to make it appear in my pants, but HR said I had to stop doing that.","Okay, I'm gonna extend the wait time and have it poll the A-to-D converter at the top of the loop instead of the bottom. Oh. That's impressive. You think that's impressive, take apart that brain model. (gasps) Oh my God-- three of clubs. That was my card! How did you...?",HOWARD,BBT,0,train
2_572,No! I'm so happy for them!,"I know, they're gonna be Ohh ..   I mean two best friends falling in love, how often does that happen? Not",RACHEL,FRIENDS,0,train
1_S12E10_076,You or the steak?,"- What you eating? - Chicken fried steak. What? You can't have chicken fried steak first thing in the morning. - Hey, you knew I was a bad boy when you married me. Come on, you want a piece of this?",PENNY,BBT,0,train
1_S10E07_069,"(chuckling): Aw, you think you have an audience, that's funny.","Thank you for your services, gentlemen. Now, I'm hoping to broaden our audience with your youthful rock and roll music.",HOWARD,BBT,1,train
1_S11E03_250,Why should I bow out?,"This picture of Galactus eating a planet looks like my preggo wife destroying a coffee cake. (laughing): Oh, yeah, I see it. I'm just saying, you should bow out.",STUART,BBT,0,train
1_10853,"Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was,","Uh, listen, Penny, before you start, I just want to apologize for being so rude the other day in my office. No, no. No need to apologize. Excuse me, can I say something? I just love both you guys, and I want you to get along. And when I say love"" I meant as a friend.
And, uh, way too soon, right?",PENNY,BBT,0,train
3_S04E06_526,Does it look like I care?,"Guys, this is madness. I have nothing to hide. I hear you, and yet... I'd like to look at my phone. Sure. Suit yourself. Swipe. Mm-hmm. Unlock. Mmm. You sure you don't care?",GILFOYLE,SV,0,train
1_S12E11_190,"Well, you really managed to capture my voice.","Sheldon, I'm nervous, and I wish you were coming with me. If it helps, I wrote up some possible questions and answers for you. ""Whom do you love more, ""Sheldon the scientist or Sheldon the man? ""Answer: Sheldon the scientist, but by such a slim margin that it's statistically insignificant.""",AMY,BBT,1,train
2_263,Wow! Imagine what our kids would look like!,"You guys make a Yeah, we look great together. Okay.",MONICA,FRIENDS,0,train
3_S02E03_561,Does it mean taking a stack of cash and lighting it on fire?,"I had to subtract the cost of the ad agency that nailed that slogan. The photo, legal, lay-out, plus the cost of the 15 billboards. Don't worry, I gave you guys a sweet deal on them. Gave us? Yeah. Hanneman Outdoor Media. I own the billboards. That's how I talked the ad agency into giving you guys that slogan for only 30 grand. Synergy, bitches. Know what that means?",GILFOYLE,SV,1,train
1_S11E04_024,I already have a little version of Howard.,"Come on, you can't really be disappointed. Hey, I barely know how to be a man myself. Now I have to teach someone? As the saying goes, ""Those who can't do, teach."" Don't you want a little version of Howard?",BERNADETTE,BBT,1,train
2_97,It would be nice to have a little guarantee though.,"Definitely! Yeah, I'm pretty confident about that. That's what makes it so easy for me to be 80% happy for Monica and Chandler!",RACHEL,FRIENDS,1,train
1_S10E18_323,(sighs) I'll say it again. India.,"I'm sorry, guys. Sheldon was upset, Leonard and Penny were fighting. I just wanted to go someplace where I wasn't causing problems.",HOWARD,BBT,1,train
2_218,"Hey, does somebody wanna hand me one of those tiles.","Have you seen Joey? What's the matter? Oh, just this!  Y'know what it's my fault really, because the couch is usually where we",JOEY,FRIENDS,0,train
1_S12E18_030,"Yeah, you should've seen her take down John Krasinski last week. Got him to admit he loved his wife. It was brutal.","All my friends hanging out, watching Ellen. It's like, what am I gonna do with my other two wishes? It's not nice. She's having on the scientists who are trying to steal our Nobel Prize. Although I will enjoy watching her expose Pemberton and Campbell for the coattail-riding frauds that they are. That is Ellen's brand, gotcha journalism.",PENNY,BBT,1,train
1_S11E07_161,I don't know. Poor Bert?,"I'm working with Bert, but I don't want anyone to find out. Well, you just told me, so strong start. Penny, this is serious. My reputation is on the line. What are people gonna think when they see us collaborating?",PENNY,BBT,1,train
2_598,"Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".",After the party I saw Rachel kissing that jerk from her office out on your balcony.,CHANDLER,FRIENDS,1,train
1_9009,"- No, no, no. I'm really good at this. All right, give me a hint. Does it involve difficulty initiating a stream of anything?","Dr. Jeffries, hello again. Leonard Hofstadter. Oh, oh, right, I remember your-your girlfriend. Is-Is she... is she here? No, she's not. So, what prescription are you getting filled? - Sheldon. No. Wait, I want to guess. Don't tell me. I wasn't going to tell you.",SHELDON,BBT,0,train
1_S11E11_301,"No, the fern. The one in the bathroom.","Morning. Morning. ""Kept Fern alive""? Who's Fern?",LEONARD,BBT,0,train
1_S10E10_009,"You know, I have always thought that this couch would look fantastic on the curb in front of the building.","If we're going to be staying in this apartment, would you be interested in doing a little redecorating? Oh, actually, I would. Great, what'd you have in mind? Let's take every single thing from the other apartment and put it in here. Well, how about we start a little smaller? Like moving the furniture around.",SHELDON,BBT,1,train
1_S10E11_321,How many times do I have to say I'm sorry?,"It's hard to believe Howard's having a kid. Penny, you're the one who introduced him to Bernie.",PENNY,BBT,1,train
2_385,"No, I know, but I,he just went on.","May I see your boarding pass? Oh, no, no, I don't have one. I just need to talk to my friend. Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",RACHEL,FRIENDS,0,train
2_234,"See, there you go, the cleansing works!","So, um, will you bring the truck? I'll even let you ring the bell. Oh, my god.",PHOEBE,FRIENDS,0,train
1_11928,"And if I had a friend, they might have told me that.","All right, Amy's in charge of pricing and being 75. Hey, Penny, can you give me a hand with this? Sure. Aw, we had one of these growing up. I used to play all the time. Oh, yeah? I love Ping-Pong. Oh, I meant beer pong. I had a table, too, but I didn't have any friends, so all I did was serve. You know, you can leave one side up and play against it.",AMY,BBT,0,train
2_92,"No, no, I am just looking for a man to draw on me with chalk.",Anybody know a good tailor? You needs some clothes altered?,CHANDLER,FRIENDS,1,train
3_S02E03_370,Because we're negotiating against each other.,"We can only afford to hire three people for each of you. I'm sorry, but that's it. Okay, that's fine. It works for me. What? If you could do it with three people, why didn't you just say so?",DINESH,SV,0,train
1_S12E04_055,"Yeah, so did the koala.","Hey, did you guys know that Sheldon had a best friend growing up named Tam? Was that the imaginary talking koala? No. He's a real person who apparently betrayed him.",LEONARD,BBT,0,train
2_347,Well what are you gonna do when he finds out he wasn't even asked?!,"Oh! Right. Umm, maybe that's because I didn't send him an invitation. Chandler! He's your father.  he should be at the wedding. I don't even know the man. Okay? We're not that close. I haven't seen him in years.",MONICA,FRIENDS,0,train
1_9971,I was gonna say we pick up a cake or a pie. But an insult to her faith is always thoughtful.,"We can't show up to your mom's empty-handed. 
We should bring something. I already am.
I'm bringing the gift of knowledge. Oh, boy. Despite what her Bible says, recent archeological studies indicate that although camels are referenced in the Old Testament, they didn't exist in the Middle East until hundreds of years later.",HOWARD,BBT,1,train
1_S09E03_241,Every self-respecting gentleman should know how in case he comes across a damsel in distress by the side of the road.,When did you learn how to change a tire?,HOWARD,BBT,0,train
1_S10E14_476,"Oh, so all we need to do is get Sheldon knocked up.","You know, I just read a study that suggests new mothers are better at sensing emotions for up to two years. It's true. Pregnancy causes physiological changes in the brain that result in increased empathy.",PENNY,BBT,1,train
3_S05E03_098,So do you mind telling us when you feel like you can make it in?,"So kind of you to join us. You're welcome. Yeah! Uh, well, it's, uh, 2:00 PM. So, fourth day in a row you missed the stand-up meeting. Correct. Maybe you should hold it later. (chuckles) Okay, 'cause we literally moved it from 9:00 to 11:00 to accommodate you.",RICHARD,SV,0,train
3_S01E02_461,I was sleeping. I'm sorry for sleeping and for lying about it.,"I'm awake! I'm awake. - What? - No, no, I wasn't.",OTHER,SV,0,train
1_S12E19_354,"Well, I don't see what else you could've done.","I tried to console her, but nothing seemed to work. Okay, when you say you consoled her, what exactly does that mean? (sighs) I took a walk, I came back, she was still upset, so I came here.",PENNY,BBT,1,train
1_S10E09_066,"You know what, I've met Bert. Isn't he an indicator of life on other planets?",Bert is studying the way microbes in rocks can survive in extreme environmental conditions. They say it could be a potential indicator of life on other planets.,PENNY,BBT,1,train
1_S12E08_098,"Yeah, you're gonna need to show your work on that.","You're up early. Huh? Yes. I wanted to get a jump on planning a day of fun for you. Oh, that's sweet. What are we doing? Oh, no. Just you. I have other plans. Now, would you prefer to see The Grinch in 2-D or 3-D? I don't want to see it at all. Well, let's go 2-D. No sense in spending extra money. What are you gonna be doing? Being a great husband.",AMY,BBT,1,train
1_S10E17_287,"Yeah, that's working out great for me.","Stay, I'll get her. Appreciate it. That's fine. She and I can cry together. He's such a sweetie. I know, I wish there was some way we could help him. If he could find a girl with a good job, all his problems would be over.",HOWARD,BBT,1,train
1_S12E07_147,"Hmm. But you're not, are you?","No, I'm not going to reconsider. Your request was denied. I don't care if it helps you think; you don't need a koi pond in your office. Well, you should have thought about that before you bought the koi! Wow. That was a little rough. Well, I have to be. Everyone assumes I'm just gonna give them whatever they want.",PENNY,BBT,0,train
1_S09E22_015,I'm sure that would pair nicely with your fried nuggets of chicken.,"All right, well, let me know if you guys want to go. I would love to. I do enjoy the complexity of an aged Pinot noir.",LEONARD,BBT,1,train
3_S02E05_179,We build our own servers.,"So Gavin Belson can just pick up the phone and make us radioactive to every single web-hosting service? It's how these guys operate. I mean, when Bill Gates got married on Lanai, he rented every helicopter on the Hawaiian islands so that paparazzi couldn't use them to fly over. Although in that case, it was a positive, because now you can imagine that wedding however you want. What? Dinesh: Jared? Our entire platform is web-based. We need servers for that. What the fuck are we going to do? I know what the fuck we're going to do. But you're not going to like it.",GILFOYLE,SV,0,train
1_S10E03_260,"I think you were mean before you were pregnant, but it's fine.",Sorry I flipped out on you. I think it's just hormones.,RAJ,BBT,0,train
1_S12E03_174,I get that.,"Hey, want to get lunch? I can'’t. Halley and Michael were up all night, and I'’m way behind here. Oh, no, are they sick?No. They were just laughing and playing like a couple of jerks. Boy, they'’re cute, but they ruin everything.",PENNY,BBT,0,train
1_4760,"In the bedrooms of ten-year- old girls, where they belong.","Wow, this place is awesome. Where do they keep the Archies?",SHELDON,BBT,1,train
1_4145,A lot of people are working on that research. So what is all this?,And this is a schematic for a bird-trapping device that will ultimately backfire and cause me physical injury? What I'm doing here is trying to determine when I'm going to die.,LEONARD,BBT,1,train
1_S11E06_019,"He was cremated, and his remains were put in a baking soda volcano.",They're going to start making Professor Proton's science show again. I thought he passed away. He did.,HOWARD,BBT,1,train
2_374,Janice? Janice?,Will you get me a white zinfandel and glass of red for Janice.,CHANDLER,FRIENDS,1,train
1_S09E05_278,I'm doing all right. I tried fencing today.,How've you been?,SHELDON,BBT,0,train
2_78,"I didn't know you and Carol were getting divorced, I'm sorry.","Honey, you remember my boss Doug right? Yes, hi. Hi. So good news, the divorce is final. I signed the papers this A.M.",CHANDLER,FRIENDS,0,train
1_S09E14_455,"He never disappoints, does he?","I always looked up to you and Pop-Pop. I-I know what a challenging man he could be, but I saw you stand by him and-and make him into a better person. I did. Yeah, well, that is exactly what I've been doing the last five years with this little work in progress.",LEONARD,BBT,1,train
1_2614,Hardly a day goes by when I don't think about it.,"You went to President Seibert's house in the middle of the night? He didn't respond to my e-mail, his phone number is unlisted. Tell me what my other option was. You could have waited until morning. I know, look who I'm talking to. Do you remember the grant proposal I submitted to the National Science Foundation to detect slow-moving monopoles at the magnetic North Pole?",LEONARD,BBT,1,train
1_S10E21_200,"What'd you do, delete your photo?","I haven't had much success meeting people online. I didn't either, until i revamped my profile.",SHELDON,BBT,1,train
1_S12E15_273,"I told you, if we left pizza on the counter,","Amy? There's something out here. Just trap it under a cup, and I'll be there in a minute. I'll try, but it's Leonard. What? Well, what is he doing here?",SHELDON,BBT,1,train
1_S12E08_135,"He's our friend. What's up, pal?","Hey, Leonard, can you pause the game for a second? - Uh, hang on. - I'm about to beat Howard. What? Hey! What?",HOWARD,BBT,0,train
1_S12E07_169,"You know, if it's that easy, then why does Leonard have to drive you to work every day?","- Hello. - Hey. - Hey. Leonard, I just wanted to congratulate you on how well you are managing this grant money. - What do you want? Nothing. I just came by to pay you a compliment. Nice try. The answer's no. To what? I'm not asking you for anything. All I need for my job is right here. Hmm? This is my office. Which makes for a great commute. Home, work, home. I'm still working-- I'm just working from home.",PENNY,BBT,0,train
3_S01E06_266,She's attracted to ugliness.,"- ""From the despair..."" - I just figured it out. It all makes sense. Figured what out? Why Tara might be into you more than me.",ERLICH,SV,1,train
1_S11E10_309,Then you never saw any other people?,"Hello, friends!. Hey, what's going on with your hair? Uh, nothing. I just decided to stop straightening it. Wait, so you were making your hair look like that on purpose? When I first moved to America, I wanted to fit in. And Howard's hair was straight, and he was the coolest person I knew.",PENNY,BBT,1,train
2_7,I've never loved anybody as much as I love you.,You roll another hard eight and we get married here tonight. Are you serious?! Yes! I love you!,MONICA,FRIENDS,0,train
1_S09E24_152,Sure you do.,"It was so nice of Leonard and Penny to invite me. Well, actually, I... It sure was. I've always had a special place in my heart for Leonard. Taking care of my baby all these years. Excuse me, I take care of him.",OTHER,BBT,1,train
2_558,I can see it from right here. It'll cost you one husband.,Oh wait! Stop! Stop! Stop! Oh I'm sorry! Do you need a break? My boots in tan! Hey! Can you get a little closer so I can see the price?,CHANDLER,FRIENDS,1,train
1_S11E11_182,"Oh, fun. Can I help?","Hey. What are you doing? Oh, I've decided to write my own Christmas letter. So I'm gonna make a list of all the cool things we did this year.",PENNY,BBT,0,train
1_S10E03_154,"This was the husband and this was the wife. They'd go out on adventures together. Cruises, skiing, horseback riding. That was really me just duct taping them to our dog.","Oh, that's a nice one. Was it yours when you were little? My dad built it for me. Wow, it's so cute.",BERNADETTE,BBT,0,train
1_S11E05_253,Maybe there's something in the book that will help.,"Ugh, Sheldon's texting me to drive him to Bernadette's. Well, what are you gonna say? Well, they did just introduce the middle finger emoji. If it's not for this, I don't know what it's for. No, no, no. He'll just think that means ""Be there in a minute."" Uh...",PENNY,BBT,0,train
2_397,You still love me?,"All right! Ross, do you think it's easy for me to see you with somebody else? Y'know, hey! You're the one who ended it, remember? Yeah, because I was",ROSS,FRIENDS,0,train
1_S09E21_024,You mean like through their window from behind a bush?,"Oh, that's claire. Got to run. I thought you were back with emily. Uh, actually I'm... Seeing both of them.",LEONARD,BBT,1,train
1_S12E12_043,"I open the door and say, ""Hey, Raj.""","You've come to a giant metal door. I check the door for traps. There are no traps. I use my wizard eye to see what's on the other side of the door. Hey, that's sort of like how you used a doorbell camera to spy on your fiancée. No, it's nothing like that. Your wizard eye reveals a monster. Oh. Is it alone and unloved?I guess.",HOWARD,BBT,1,train
2_623,What do you know? Its a treat for the eyes and the ears.,Chandler? Hey! Ah! What do you think? I think I can see your scalp!,CHANDLER,FRIENDS,1,train
2_372,Actually I yesterday I was smoking again. Today I am smoking still.,Boy do I feel bad very bad. Chandler what are you doing? Chandler?,CHANDLER,FRIENDS,1,train
1_S12E03_118,"Well, I did take care of Sheldon for 15 years, and he only bite me once","Sure, uh, next question. ""How are you with pets?""",LEONARD,BBT,1,train
2_258,"I am telling you, when she leaned back, I could see her brain","Hey So how was Joan? Broke up with her Why Don't tell me, because of the big nostril thing?",CHANDLER,FRIENDS,1,train
1_S11E23_048,"Ooh, now it's starting to sound like a good wedding.",How many out-of-town guests are there gonna be? I'm actually not sure. Turns out Sheldon didn't invite his brother. Mm. Now it's starting to sound like a wedding. And his mom said she won't come if his brother's not there.,BERNADETTE,BBT,1,train
1_S12E07_179,"Yeah, sure. You slept with your husband.","Oh, you should have seen him-- denying things left and right. It was so sexy. Course, I made a request he did not deny. Uh-huh. Are you listening to me?",BERNADETTE,BBT,0,train
1_3293,Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.,"I am.
Are you interested in physics? Oh, I find it fascinating. If I hadn't gone into microbiology, I probably would have gone into physics.
Or ice dancing. Actually, my tests of the Aharonov-Bohm quantum interference effect have reached an interesting point. Right now, we're testing the phase shift due to an electric potential. That's amazing. Yes.",SHELDON,BBT,1,train
2_58,Why?,"Welcome back! Hey!  Can we pick up where we left off? I don't know, I'm still pretty tired out from this afternoon.",PHOEBE,FRIENDS,0,train
1_S12E01_111,This is the news. And that was a woman torn between two hunky vampires.,"Uh, hurry. Raj is on next. All right. I can't believe they canceled Vampire Diaries but they'll show this.",LEONARD,BBT,0,train
1_S10E17_096,"No. Which will make me miserable, which is usually Sheldon's job.",You actually think penny will have fun at comic-con?,LEONARD,BBT,1,train
1_S12E17_336,"No, by opening the door to a hangar and letting the airplane fly in.",I think these guys need to get some food. By pushing a lever at the end of an obstacle course that we design?,HOWARD,BBT,1,train
1_S10E07_198,"Oh, don't worry, I won't.","But is Sheldon really believing all this crap? Well, he started to question it, but then I fake sneezed on him and he ran to take a shower. Please don't say anything, I feel terrible about this.",PENNY,BBT,0,train
1_S11E11_055,"I have an extra ticket to the opening of The Last Jedi tonight. It was gonna be Howard's, but you can have it.","You're a grown man; act like it. Big talk coming from a guy holding an Archie comic book. Hey, werewolf Jughead is not your dad's Jughead. Come on, you guys have been friends forever. Quit fighting.",RAJ,BBT,0,train
1_S09E19_044,so we brought you some lunch and we are gonna go look for 'em.,"Hey, guys! Hey. Hey. What are you doing here? We heard there were some sexy scientists working hard all weekend. Yeah,",PENNY,BBT,1,train
1_S11E08_428,"Well, that doesn't help at all.","Why did you tell Barry Kripke your idea? This is all your fault. No, it's your fault. If you would've come to us in the beginning, none of this would've happened. Well, if it helps, you all behaved terribly and you deserve what you got.",SHELDON,BBT,0,train
1_S11E04_347,What about people distracted by irritating passengers?,"You know, studies have shown that people distracted by emotional issues are poor drivers.",HOWARD,BBT,1,train
2_155,Great! Now we can do laundry all night. All night laundry!,"Actually, I was gonna do some laundry. Chandler, do you wanna do it with me? Sure I will do it with you You don't mind do you, that would really help me a lot Thanks. I don't think I have enough quarters I have quarters!",CHANDLER,FRIENDS,1,train
1_S12E03_410,Oh. We can'’t use that. That was the theme of my parents'’ divorce.,"Cheers. [CLEARS THROAT] Okay. I guess if we'’re going forward with this wedding, we should talk about the next steps. Oh, like themes and flowers? Actually, finances and taxes.",RAJ,BBT,1,train
1_S11E10_062,Why not hexadecimal?,"You and Amy having fun planning your wedding? We're employing a mathematical approach called decision theory, so, heck, yeah. Heck, yeah? Looks like someone need to put a dollar in the almost-swear jar. We've assigned all wedding decisions randomly, and each of us makes half of them. You know, from venue to officiant to numbering system for the tables: Roman or Dewey Decimal.",LEONARD,BBT,0,train
1_S10E03_144,"Oh, I was gonna start at the end. Thank God you're here.","I don't even know where to begin. Well, in The Sound of Music, Julie Andrews says, ""Let's start at the very beginning. A very good place to start.""",BERNADETTE,BBT,1,train
2_345,Oh I left them in my bulldozer .. I don't have tools!,"It isnt working We have to unscrew the chain Hurry, I can't feel my ears Can you ever feel your ears? Interesting",CHANDLER,FRIENDS,1,train
1_S09E03_143,"Fine, I guess. I've been focusing on me.","Speaking of Sheldon, how's single life treating you?",AMY,BBT,0,train
1_10977,Let's not talk about this in front of our friends.,"Like what? Your incomplete set of <i>Star Trek</i> collector plates? For your information, I just bought the last one I needed on eBay. Without asking me? There were only three minutes left in the auction and it was a mint condition Scotty from a smoke-free home. How much, Howie? Not a lot. How much?",HOWARD,BBT,0,train
1_6065,"Frankly, Mom, I'm encouraged to see how advanced your group has become-- willing to sail out into the ocean without fear of falling off the edge.","All-you-can-eat Last Supper Buffet. 
And my personal favorite, Gunning with God. What's Gunning with God? I'm afraid to ask. Oh, it is a hoot and a half. You write your sins on a clay pigeon, they fire 'em up in the air, and you pulverize them with a 12-gauge shotgun full of our Lord's forgiveness.",SHELDON,BBT,1,train
1_S12E02_105,Are you sure she wasn't trying to breathe life back into him?,"What is wrong with Stuart's face? I think he's smiling. Oh, my God, are they flirting? Oh, they're way past flirting. I caught them making out at Sheldon's wedding.",HOWARD,BBT,1,train
1_S12E07_060,You sound like my wife just before she asked me to go to Coachella.,"(knocks) President Siebert, you wanted to see me? Hey. There's my guy!",LEONARD,BBT,1,train
2_180,That oughta do it.,"Where's Chandler? Oh, he needed some time to grieve. I'm free! I'm free!",PHOEBE,FRIENDS,0,train
2_151,"Yeah, I mean, it would be rude to them for us to leave now.","Yeah, I know, it's my birthday. We all should be here. So, let's go. Well maybe, you know, maybe we should stay for one song.",CHANDLER,FRIENDS,1,train
2_358,"I do not always have to be,okay, okay.","No you do,y'know what, you're not gonna suck me into this. Oh sure I am, because you always have to be right.",ROSS,FRIENDS,0,train
1_S12E12_266,You went to college.,"So listen, I got to be honest. We sort of have another reason for asking you here. We want to have a baby, but we can't do it on our own. It could be because of the game me and my frat brothers used to play where we kicked each other in the balls over and over. But the doc says there's no telling. We just don't know. Huh.",LEONARD,BBT,1,train
2_261,"Oh, no, no. I just meant hypothetically.","I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one? Why won't I be married when I'm 40?",CHANDLER,FRIENDS,0,train
1_S09E02_078,"Well, if you want to see less of me, maybe we should go out again.","Sheldon, this has to stop. I know it's hard. It's hard for me, too. But I've seen and talked to you more in the two days we've been broken up than in the last two months that we were together.",SHELDON,BBT,0,train
1_S12E01_268,What are you gonna do? He's from another country.,"(clears throat) ""Dear Dr. Tyson, ""much like epithelial tissue, it appears I've gotten under your skin."" iPhone drop, but I won't 'cause I don't have AppleCare. (phone chimes) What'd he say? ""Nice try, genius. The skin is epithelial tissue."" Oh, it's on. He's Katy, I'm T-Swift. (clears throat)",HOWARD,BBT,1,train
1_9668,"People usually start a meeting with a joke, but you go ahead-- end with one.","We'll come back to that one. This brings us to the final item in our annual State of the Relationship Summit.
Item 29: Valentine's Day. Ah, the worst for last. Hmm. Classic Flakey. Before you get upset, I believe I've come up with a way for us to celebrate the occasion that we both can enjoy.",SHELDON,BBT,0,train
1_7089,"How about you? Did you have a fun night? Yeah, we, uh, made gift bags, had wine, and then went online and saw this.","after you had a snootful of this, laddie! Funny. You boys have a nice time? Yeah, it was great. Low-key, like I promised. 
No hanky-panky, no strippers.
Just the guys telling jokes. That's nice.",HOWARD,BBT,1,train
2_590,"Yeah, I don't think so Joe.","Uhh, well I've got an audition down the street and I spilled sauce all over the front of my shirt.  You got an extra one? Yeah, sure. Umm .. here. Great.  You got anything that's not",RACHEL,FRIENDS,0,train
1_S11E04_005,"Oh, that's sweet, but today is all about you.","It feels like it wasn't that long ago we were here doing this for Halley. Cause it wasn't. Which reminds me, before we leave, let's get you a vasectomy.",HOWARD,BBT,0,train
2_53,You're gonna have to tell me how you did that.,"Oh good, you're here. Yeah, and I was worried that it was going to be uncomfortable. I know Mona, just hear me out. First of all, I'm so sorry about my father yelling at you, but I heard you totally held your own.",RACHEL,FRIENDS,0,train
1_S10E04_307,"Okay, well, I am sorry. I'm just worried that my sensitivity to temperature could make this a rough night.","because I was wondering how you'd feel about separating the two of us with a pillow wall. Sheldon, I've made more than enough accommodations for you. We're both grown adults-- we've been far more intimate than this. If you don't want to snuggle, fine-- but we're not building a pillow wall.",SHELDON,BBT,0,train
1_S09E03_072,India.,"So, are you gonna give us a clue where we're headed? Uh, okay, let's see... They've got spicy food and there's a chance you'll get diarrhea.",LEONARD,BBT,1,train
2_77,"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",Uh-huh. That sounds great! Hey!,MONICA,FRIENDS,0,train
1_10496,"- You and... Oh, sure. And while we're at it, why don't we get engaged, too? Why don't we get a little house, start a family? Enjoy our sunset years together? Do you hear yourself, woman?!","And not the good Amazon with one-day shipping.
The awful one with birds and snakes. You hate the sound of all those keys on his key chain. Four keys!
Who does he think he is, a warden? See? Maybe you'll love living alone. I don't know. Perhaps. And if it turns out you don't...",SHELDON,BBT,1,train
2_27,"No no, you don't have to fly back, really.","Yeah, Ross is great. He's uh, he's in a whole other place. No, he's gone.",MONICA,FRIENDS,0,train
1_S10E18_266,Do you actually pay for that haircut?,"Maybe moving in was a bad idea. I haven't been here one day, I'm already causing problems. You didn't do anything. It's Sheldon. ""You didn't do anything. It's Sheldon."" That'd make a nice needlepoint pillow. So, relax. We're happy to have you. Thank you, but how do I know you're not saying that just to be nice?",PENNY,BBT,1,train
2_94,"Can't do it, can you?","I can't believe you'd rather go out with him than me. Would you excuse me, please? I'm trying to have a date here. Fine, just stop thinking about me.",ROSS,FRIENDS,0,train
3_S04E04_363,These are from your mom.,Where'd you get those sunglasses? Did they come with the car?,OTHER,SV,1,train
1_S09E05_022,What are you saying? We're not coordinated enough to play sports?,"You know, I think it's great you guys want to get more exercise, but do you really think sports is the right choice for you?",LEONARD,BBT,0,train
1_S12E07_005,"I'm gonna hook up the garden hose, so it has running water.","Oh, this is amazing. I wish I had a playhouse like this when I was a kid. Really? You never had a playhouse? No. I mean, my dad did buy the house next door for us to play in.",HOWARD,BBT,0,train
3_S03E01_185,No.,Did you tell Richard you were out? No. Did you?,DINESH,SV,0,train
